Country Initials	Organisation	Network	PPCI&N	Abrev. Net. Name	Net. Type	MCC	MNC	SIM	"Last Update				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 1800	724	11	895511	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	LTE 700	724	11	895511	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	LTE 2600	724	06	895506	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	LTE 700	724	06	895506	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	3G 850	724	11	895511	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	3G 850	724	06	895506	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	3G 2100	724	11	895511	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	LTE 2600	724	23	895523	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 1800	724	10	895510	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	LTE 2600	724	11	895511	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 1900	724	10	895510	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	LTE 2600	724	10	895510	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 900	724	06	895506	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 1900	724	11	895511	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 900	724	23	895523	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	3G 2100	724	23	895523	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 1800	724	23	895523	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	3G 850	724	23	895523	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 850	724	06	895506	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 850	724	11	895511	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 850	724	10	895510	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	LTE 700	724	10	 895510	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	3G 2100	724	06	895506	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	LTE 700	724	23	895523	"2014-11-18				"
BRA	Vivo S.A.	Vivo	VIVO	VIVO	GSM 1800	724	06	895506	"2014-11-18				"
BRB	Cable & Wireless (Barbados) Ltd	LIME	LIME	LIME	GSM 1900	342	600	8901012	"2012-05-18				"
BRB	Digicel (Barbados) Limited	Digicel	DIGICEL	DIGICEL	GSM 1800	342	750	890105	"2004-11-05				"
BRB	Digicel (Barbados) Limited	Digicel	DIGICEL	DIGICEL	GSM 900	342	750	890105	"2004-11-05				"
BRB	Digicel (Barbados) Limited	Digicel (Barbados) Limited	DIGICEL	DIGICEL	3G 2100	342	750	890105	"2012-07-02				"
BRN	Datastream Technology Sdn Bhd	DTSCom	BRU-DSTCom	DSTCom	3G 2100	528	11	896711	"2015-05-28				"
BRN	Datastream Technology Sdn Bhd	DTSCom	BRU-DSTCom	DSTCom	LTE 1800	528	11	896711	"2015-05-28				"
BRN	Datastream Technology Sdn Bhd	DTSCom	BRU-DSTCom	DSTCom	GSM 900	528	11	896711	"2015-05-28				"
BRN	Progresif Cellular Sdn Bhd	PCSB	PCSB	PCSB	3G 2100	528	02	8967381	"2014-07-18				"
BTN	Bhutan Telecom Ltd.	B-Mobile	BT B-Mobile	B-Mobile	GSM 900	402	11	8997511	"2012-03-13				"
BTN	"Tashi InfoComm Ltd	 Thimphu"	TASHICELL	TASHICELL	TASHICEL	GSM 900	402	77	8997577	"2014-06-13			"
BTN	"Tashi InfoComm Ltd	 Thimphu"	TASHICELL	TASHICELL	TASHICEL	GSM 1800	402	77	8997577	"2014-06-13			"
BWA	Botswana Telecommunications Corporation	beMOBILE	beMOBILE	beMOBILE	GSM 900	652	04	8926704	"2013-02-26				"
BWA	Botswana Telecommunications Corporation	beMOBILE	beMOBILE	beMOBILE	GSM 1800	652	04	8926704	"2013-02-26				"
BWA	Mascom Wireless (Pty) Limited	MASCOM	BW MASCOM	MASCOM	GSM 900	652	01	8926701	"2004-04-13				"
BWA	Orange Botswana (Pty) Ltd	ORANGE	Orange	Orange	GSM 900	652	02	8926702	"2004-04-13				"
CAF	Atlantique Telecom Centrafrique SA	ETISALAT	ETISALAT RCA	ETISALAT	GSM 900	623	01	8923601	"2012-01-16				"
CAF	Nationlink Telecom	Azur-RCA	NationLink	NL-RCA	GSM 900	623	04	8923604	"2012-05-10				"
CAF	Telecel Centrafrique SA	Telecel Centrafrique SA	Telecel	Telecel	GSM 900	623	02	8962302	"2014-12-03				"
CAN	Bell Mobility Inc.	Bell Mobility	Bell	Bell	LTE 2100	302	610	89302610	"2015-04-28				"
CAN	Bell Mobility Inc.	Bell Mobility	Bell	Bell	3G 850	302	610	89302610	"2015-04-28				"
CAN	Bell Mobility Inc.	Bell Mobility	Bell	Bell	3G 1900	302	610	89302610	"2015-04-28				"
CAN	Bell Mobility Inc.	Bell Mobility	Bell	Bell	LTE 1700	302	610	89302610	"2015-04-28				"
CAN	Bell Mobility Inc.	Bell Mobility	Bell	Bell	LTE 2600	302	610	89302610	"2015-04-28				"
CAN	Bell Mobility Inc.	Bell Mobility	Bell	Bell	LTE 2500	302	610	89302610	"2015-04-28				"
CAN	Bell Mobility Inc.	Bell shared with TELUS & SaskTel	FastRoam	FastRoam	3G 850	302	880		"2015-04-28				"
CAN	Bell Mobility Inc.	Bell shared with TELUS & SaskTel	FastRoam	FastRoam	3G 1900	302	880		"2015-04-28				"
CAN	Bragg Communications Inc.	Bragg Communications Inc	Eastlink	Eastlink	LTE 1700	302	270	891035	"2015-05-06				"
CAN	Bragg Communications Inc.	Bragg Communications Inc	Eastlink	Eastlink	3G 2100	302	270	891035	"2015-05-06				"
CAN	Bragg Communications Inc.	Bragg Communications Inc	Eastlink	Eastlink	LTE 2100	302	270	891035	"2015-05-06				"
CAN	Bragg Communications Inc.	Bragg Communications Inc	Eastlink	Eastlink	3G 1700	302	270	891035	"2015-05-06				"
CAN	Data & Audio-Visual Enterprises Wireless Inc. (DAVE)	Data & Audio-Visual Enterprises Wireless Inc. (DAVE)	Mobilicity	Mobilici	3G 2100	302	320	891320	"2014-06-13				"
CAN	Data & Audio-Visual Enterprises Wireless Inc. (DAVE)	Data & Audio-Visual Enterprises Wireless Inc. (DAVE)	Mobilicity	Mobilici	3G 1700	302	320	891320	"2014-06-13				"
CAN	Execulink Telecom Inc	Execulink Telecom	Execulink Telecom	ETI	GSM 850	302	340	8901302	"2015-02-04				"
CAN	MTS Inc.	MTS	MTS	MTS	GSM 850	302	660	891660	"2014-10-17				"
CAN	Rogers Wireless Inc	FIDO	Fido	Fido	GSM 1900	302	370	8930237	"2014-12-03				"
CAN	Rogers Wireless Inc	Rogers Wireless	Rogers Wireless	ROGERS	GSM 1900	302	720	8930272	"2014-12-03				"
CAN	Rogers Wireless Inc	Rogers Wireless	Rogers Wireless	ROGERS	3G 2100	302	720	8930272	"2014-12-03				"
CAN	Rogers Wireless Inc	Rogers Wireless	Rogers Wireless	ROGERS	LTE 2100	302	720	8930272	"2014-12-03				"
CAN	Rogers Wireless Inc	Rogers Wireless	Rogers Wireless	ROGERS	3G 850	302	720	8930272	"2014-12-03				"
CAN	Rogers Wireless Inc	Rogers Wireless	Rogers Wireless	ROGERS	3G 1900	302	720	8930272	"2014-12-03				"
CAN	Rogers Wireless Inc	Rogers Wireless	Rogers Wireless	ROGERS	GSM 850	302	720	8930272	"2014-12-03				"
CAN	Rogers Wireless Inc	Rogers Wireless	Rogers Wireless	ROGERS	LTE 1700	302	720	8930272	"2014-12-03				"
CAN	SaskTel	SaskTel	SaskTel	SaskTel	3G 1900	302	780	89302780	"2012-11-07				"
CAN	SaskTel	SaskTel	SaskTel	SaskTel	3G 850	302	780	89302780	"2012-11-07				"
CAN	SaskTel	SaskTel shared with Bell & TELUS	FastRoam	FastRoam	3G 850	302	880		"2012-11-07				"
CAN	SaskTel	SaskTel shared with Bell & TELUS	FastRoam	FastRoam	3G 1900	302	880		"2012-11-07				"
CAN	TELUS Communications Inc.	TELUS	TELUS	TELUS	3G 1900	302	220	891223	"2012-11-07				"
CAN	TELUS Communications Inc.	TELUS	TELUS	TELUS	3G 850	302	220	891223	"2012-11-07				"
CAN	TELUS Communications Inc.	TELUS shared with Bell & SaskTel	FastRoam	FastRoam	3G 850	302	880		"2012-11-07				"
CAN	TELUS Communications Inc.	TELUS shared with Bell & SaskTel	FastRoam	FastRoam	3G 1900	302	880		"2012-11-07				"
CAN	WIND Mobile Corp.	WIND Mobile Corp	WIND	WIND	3G 1700	302	490	8930249	"2014-12-02				"
CAN	Wightman Telecom Ltd	Wightman Telecom	Wightman	Wightman	GSM 850	302	940	8930294	"2010-12-02				"
CHE	Salt Mobile SA	Salt.	Salt.	Salt.	LTE 2600	228	03	894103	"2015-04-30				"
CHE	Salt Mobile SA	Salt.	Salt.	Salt.	LTE 1800	228	03	894103	"2015-04-30				"
CHE	Salt Mobile SA	Salt.	Salt.	Salt.	GSM 1800	228	03	894103	"2015-04-30				"
CHE	Salt Mobile SA	Salt.	Salt.	Salt.	3G 2100	228	03	894103	"2015-04-30				"
CHE	Sunrise Communications AG	Sunrise	Sunrise	Sunrise	3G 2100	228	02	894102	"2012-05-22				"
CHE	Sunrise Communications AG	Sunrise	Sunrise	Sunrise	GSM 900	228	02	894102	"2012-05-22				"
CHE	Sunrise Communications AG	Sunrise	Sunrise	Sunrise	GSM 1800	228	02	894102	"2012-05-22				"
CHE	Swisscom (Switzerland) Ltd	Swisscom	Swisscom	Swisscom	GSM 1800	228	01	894101	"2012-09-12				"
CHE	Swisscom (Switzerland) Ltd	Swisscom	Swisscom	Swisscom	3G 2100	228	01	894101	"2012-09-12				"
CHE	Swisscom (Switzerland) Ltd	Swisscom	Swisscom	Swisscom	GSM 900	228	01	894101	"2012-09-12				"
CHL	Claro Chile SA	CLARO CHILE	CLARO CHL	ClaroCHL	GSM 1900	730	03	8956030	"2006-11-09				"
CHL	Entel PCS Telecomunicaciones S.A.	ENTEL PCS	ENTEL PCS	ENTEL	GSM 1900	730	01	895601	"2015-03-12				"
CHL	Entel PCS Telecomunicaciones S.A.	ENTEL PCS	ENTEL PCS	ENTEL	3G 1900	730	01	895601	"2015-03-12				"
CHL	Entel PCS Telecomunicaciones S.A.	ENTEL PCS	ENTEL PCS	ENTEL	3G 1900	730	10	895610	"2015-03-12				"
CHL	Entel PCS Telecomunicaciones S.A.	ENTEL PCS	ENTEL PCS	ENTEL	GSM 1900	730	10	895610	"2015-03-12				"
CHL	Nextel S.A.	Nextel Chile	Nextel 3G	Nextel3G	3G 2100	730	09		"2011-01-26				"
CHL	Nextel S.A.	Nextel Chile	Nextel 3G	Nextel3G	3G 1700	730	09		"2011-01-26				"
CHL	Telefónica Móvil de Chile S.A.	Telefonica Movil de Chile	Movistar	Movistar	GSM 850	730	02	895602	"2014-04-11				"
CHL	Telefónica Móvil de Chile S.A.	Telefonica Movil de Chile	Movistar	Movistar	GSM 1900	730	07	895602	"2014-04-11				"
CHL	Telefónica Móvil de Chile S.A.	Telefonica Movil de Chile	Movistar	Movistar	GSM 850	730	07	895602	"2014-04-11				"
CHL	Telefónica Móvil de Chile S.A.	Telefonica Movil de Chile	Movistar	Movistar	3G 850	730	02	895602	"2014-04-11				"
CHL	Telefónica Móvil de Chile S.A.	Telefonica Movil de Chile	Movistar	Movistar	3G 850	730	07	895602	"2014-04-11				"
CHL	Telefónica Móvil de Chile S.A.	Telefonica Movil de Chile	Movistar	Movistar	GSM 1900	730	02	895602	"2014-04-11				"
CHL	VTR Móvil S.A.	VTR MOVIL  S.A	CHL VTR	VTR	3G 1700	730	08	895608	"2012-07-04				"
CHL	VTR Móvil S.A.	VTR MOVIL  S.A	CHL VTR	VTR	3G 2100	730	08	895608	"2012-07-04				"
CHN	China Mobile Limited	CHINA MOBILE	CHINA MOBILE	CMCC	GSM 900	460	00	898600	"2014-09-16				"
CHN	China Telecommunications Corporation	China Telecom	CHN-CT	CT	CDMA 2000	460	11	898611	"2014-10-31				"
CHN	China Telecommunications Corporation	China Telecom	CHN-CT	CT	CDMA 800	460	11	898611	"2014-10-31				"
CHN	China Unicom	CHINA UNICOM GSM	CHN-UNICOM	UNICOM	3G 2100	460	01	898601	"2015-01-27				"
CHN	China Unicom	CHINA UNICOM GSM	CHN-UNICOM	UNICOM	GSM 900	460	09	898609	"2015-01-27				"
CHN	China Unicom	CHINA UNICOM GSM	CHN-UNICOM	UNICOM	GSM 900	460	01	898601	"2015-01-27				"
CHN	China Unicom	CHINA UNICOM GSM	CHN-UNICOM	UNICOM	3G 2100	460	09	898609	"2015-01-27				"
CIV	Atlantique Telecom Côte d'Ivoire	MOOV CI	MOOV CI	MOOV	GSM 900	612	02	8922502	"2015-03-18				"
CIV	Atlantique Telecom Côte d'Ivoire	MOOV CI	MOOV CI	MOOV	GSM 1800	612	02	8922502	"2015-03-18				"
CIV	Comium Côte d'Ivoire SA (CCI SA)	Comium Ivory Coast INC.	KoZ	KoZ	GSM 900	612	04	8922504	"2012-04-24				"
CIV	Comium Côte d'Ivoire SA (CCI SA)	Comium Ivory Coast INC.	KoZ	KoZ	GSM 1800	612	04	8922504	"2012-04-24				"
CIV	MTN Côte d'Ivoire S.A.	MTN	MTN CI	MTN CI	GSM 900	612	05	8922505	"2012-07-05				"
CIV	Orange Cote DIvoire S.A.	Orange CI	Orange CI	Orange	GSM 900	612	03	8922503	"2004-04-13				"
CMR	MTN Cameroon Ltd	MTN Cameroon	MTN CAM	MTN CAM	GSM 900	624	01	8923701	"2012-07-05				"
CMR	Orange Cameroun SA	Orange	Orange CAM	Orange	GSM 900	624	02	8923702	"2014-12-03				"
CMR	VIETTEL CAMEROUN S.A.R.L 	Nexttel	Nexttel	Nexttel	GSM 900	624	04	8923704	"2014-09-30				"
CMR	VIETTEL CAMEROUN S.A.R.L 	Nexttel	Nexttel	Nexttel	GSM 1800	624	04	8923704	"2014-09-30				"
COD	AIRTEL CONGO RDC SA	Airtel	Airtel	Airtel	GSM 900	630	02	8924302	"2014-09-10				"
COD	Africell RDC sprl	Africell RDC	Africell RDC	AFRICELL	GSM 1800	630	90	8924390	"2013-01-25				"
COD	Africell RDC sprl	Africell RDC	Africell RDC	AFRICELL	GSM 900	630	90	8924390	"2013-01-25				"
COD	Oasis sprl	TIGO	TIGO DRC	TIGO	3G 2100	630	89	8924389	"2013-04-11				"
COD	Oasis sprl	TIGO	TIGO DRC	TIGO	GSM 1800	630	89	8924389	"2013-02-11				"
COD	Orange RDC Sarl	Orange RDC	Orange RDC	Orange	GSM 1800	630	86	8924384	"2012-12-19				"
COD	Orange RDC Sarl	Orange RDC	Orange RDC	Orange	GSM 900	630	86	8924384	"2012-12-19				"
COD	Orange RDC Sarl	Orange RDC	Orange RDC	Orange	3G 2100	630	86	8924384	"2012-12-20				"
COD	Vodacom Congo (RDC) S.A.	Vodacom Congo	Vodacom Congo	VODACOM	GSM 1800	630	01	8924301	"2014-12-03				"
COD	Vodacom Congo (RDC) S.A.	Vodacom Congo	Vodacom Congo	VODACOM	GSM 900	630	01	8924301	"2014-12-03				"
COD	Yozma Timeturns sprl	YTT	CD Smart	Smart	GSM 900	630	88	8924388	"2012-03-13				"
COD	Yozma Timeturns sprl	YTT	CD Smart	Smart	GSM 1800	630	88	8924388	"2012-03-13				"
COG	Airtel Congo SA	Airtel	Airtel	Airtel	GSM 900	629	01	8924201	"2014-08-13				"
COG	EQUATEUR TELECOM CONGO S.A (ETC)	Azur Congo	AZUR COG	AZUR COG	GSM 900	629	02	8924202	"2012-07-05				"
COG	EQUATEUR TELECOM CONGO S.A (ETC)	Azur Congo	AZUR COG	AZUR COG	GSM 1800	629	02	8924202	"2012-07-05				"
COG	MTN Congo S.A	Libertis Telecom	COG MTN	MTN-CG	GSM 900	629	10	8962910	"2006-05-12				"
COG	Warid Congo JSC	Warid Congo	Airtel	Airtel	GSM 1800	629	07	8962907	"2014-07-28				"
COG	Warid Congo JSC	Warid Congo	Airtel	Airtel	GSM 900	629	07	8962907	"2014-07-28				"
COK	Telecom Cook Islands Limited	Telecom Cook Islands	CK KOKANET	KOKANET	GSM 900	548	01	8954801	"2012-07-05				"
COL	Colombia Movil S.A.	TIGO COLOMBIA	TIGO	TIGO	GSM 1900	732	103	8957732	"2015-06-17				"
COL	Colombia Movil S.A.	TIGO COLOMBIA	TIGO	TIGO	GSM 1900	732	111	8957732	"2015-06-17				"
COL	Colombia Telecomunicaciones S.A. ESP	Movistar	Movistar	Movistar	GSM 850	732	123	8957123	"2013-02-20				"
COL	Colombia Telecomunicaciones S.A. ESP	Movistar	Movistar	Movistar	GSM 1900	732	123	8957123	"2013-02-20				"
COL	Comunicacion Celular S.A (Comcel S.A)	Claro	Claro	Claro	GSM 1900	732	101	8957101	"2015-04-30				"
COL	Comunicacion Celular S.A (Comcel S.A)	Claro	Claro	Claro	GSM 850	732	101	8957101	"2015-04-30				"
COL	Comunicacion Celular S.A (Comcel S.A)	Claro	Claro	Claro	3G 1900	732	101	8957101	"2015-04-30				"
COL	Comunicacion Celular S.A (Comcel S.A)	Claro	Claro	Claro	UTRAFDD 7 - 2.6 GHz	732	101	8957101	"2015-04-30				"
COL	Comunicacion Celular S.A (Comcel S.A)	Claro	Claro	Claro	3G 850	732	101	8957101	"2015-04-30				"
COL	EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P	ETB	ETB 4G	ETB	LTE 2100	732	187	8957187	"2015-02-09				"
COL	EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P	ETB	ETB 4G	ETB	LTE 1700	732	187	8957187	"2015-02-09				"
COM	Societe Nationale des Telecommunications (Comores Telecom)	HURI	HURI	HURI	GSM 900	654	01	8926901	"2012-07-05				"
CPV	"UNITEL T+ TELECOMUNICACÕES	 Sociedade Unipessoal S.A."	UNITEL T+ TELECOMUNICACÕES	UNITEL T+	UNITELT+	GSM 1800	625	02	8923802	"2014-10-17			"
CPV	"UNITEL T+ TELECOMUNICACÕES	 Sociedade Unipessoal S.A."	UNITEL T+ TELECOMUNICACÕES	UNITELT+	UNITELT+	3G 2100	625	02	8923802	"2014-10-17			"
CPV	"UNITEL T+ TELECOMUNICACÕES	 Sociedade Unipessoal S.A."	UNITEL T+ TELECOMUNICACÕES	UNITEL T+	UNITELT+	GSM 900	625	02	8923802	"2014-10-17			"
CRI	"Claro CR Telecomunicaciones	 S.A. "	Claro CR	CLARO CR	CLARO CR	GSM 1800	712	03	8950603	"2011-09-21			"
CRI	Instituto Costarricense de Electricidad - ICE	I.C.E.	I.C.E.	I.C.E.	GSM 1800	712	01	8950601	"2011-05-26				"
CRI	Instituto Costarricense de Electricidad - ICE	I.C.E.	I.C.E.	I.C.E.	3G 850	712	02	8950601	"2012-07-05				"
CRI	Instituto Costarricense de Electricidad - ICE	I.C.E.	I.C.E.	I.C.E.	GSM 1800	712	02	8950601	"2011-05-26				"
CRI	Instituto Costarricense de Electricidad - ICE	I.C.E.	I.C.E.	I.C.E.	3G 850	712	01	8950601	"2012-07-05				"
CRI	"Telefónica de Costa Rica TC	 S.A."	Movistar	Movistar	Movistar	GSM 1800	712	04	8950604	"2012-10-23			"
CRI	"Telefónica de Costa Rica TC	 S.A."	Movistar	Movistar	Movistar	3G 2100	712	04	8950604	"2012-10-23			"
CRI	"Telefónica de Costa Rica TC	 S.A."	Movistar	Movistar	Movistar	3G 850	712	04	8950604	"2012-10-23			"
CUB	"Empresa de Telecommunicaciones de Cuba	 SA (ETECSA)"	ETECSA	CUBACEL	CUBACEL	GSM 900	368	01	895301	"2012-01-31			"
CYM	Cable and Wireless (Cayman Islands) Ltd	LIME	LIME	LIME	GSM 850	346	140	8901015	"2012-05-18				"
CYM	Cable and Wireless (Cayman Islands) Ltd	LIME	LIME	LIME	GSM 1900	346	140	8901015	"2012-05-18				"
CYP	Cyprus Telecommunications Authority	Cytamobile-Vodafone	Cyta-Voda	CytaVoda	GSM 900	280	01	8935701	"2014-11-13				"
CYP	Cyprus Telecommunications Authority	Cytamobile-Vodafone	Cyta-Voda	CytaVoda	GSM 1800	280	01	8935701	"2014-11-13				"
CYP	MTN Cyprus Limited	MTN	MTN	MTN	GSM 1800	280	10	8935710	"2007-06-21				"
CYP	MTN Cyprus Limited	MTN	MTN	MTN	GSM 900	280	10	8935710	"2007-06-21				"
CYP	MTN Cyprus Limited	MTN	MTN	MTN	3G 2100	280	10	8935710	"2012-07-05				"
CZE	O2 Czech Republic a.s.	O2 CZ	O2 CZ	O2 CZ	GSM 1800	230	02	894202	"2014-12-03				"
CZE	O2 Czech Republic a.s.	O2 CZ	O2 CZ	O2 CZ	GSM 900	230	02	894202	"2014-12-03				"
CZE	T-Mobile Czech Republic a.s.	T-Mobile CZ	T-Mobile CZ	TMO CZ	GSM 1800	230	01	894201	"2004-04-14				"
CZE	T-Mobile Czech Republic a.s.	T-Mobile CZ	T-Mobile CZ	TMO CZ	GSM 900	230	01	894201	"2004-04-14				"
CZE	Vodafone Czech Republic a.s.	Vodafone	Vodafone CZ	Vodafone	GSM 900	230	03	894203	"2006-02-10				"
CZE	Vodafone Czech Republic a.s.	Vodafone	Vodafone CZ	Vodafone	GSM 1800	230	03	894203	"2006-02-10				"
DEU	E-Plus Mobilfunk GmbH & Co. KG	E-Plus	E-Plus	E-Plus	GSM 1800	262	03	894921	"2014-12-03				"
DEU	E-Plus Mobilfunk GmbH & Co. KG	E-Plus	E-Plus	E-Plus	LTE 1800	262	03	894921	"2014-12-03				"
DEU	E-Plus Mobilfunk GmbH & Co. KG	E-Plus	E-Plus	E-Plus	3G 2100	262	03	894921	"2014-12-03				"
DEU	Telefónica Germany GmbH & Co. OHG	O2 Germany	o2 - de	o2 - de	LTE 2600	262	08	894922	"2015-03-18				"
DEU	Telefónica Germany GmbH & Co. OHG	O2 Germany	o2 - de	o2 - de	3G 2100	262	08	894922	"2015-03-18				"
DEU	Telefónica Germany GmbH & Co. OHG	O2 Germany	o2 - de	o2 - de	GSM 1800	262	08	894922	"2015-03-18				"
DEU	Telefónica Germany GmbH & Co. OHG	O2 Germany	o2 - de	o2 - de	3G 2100	262	07	894922	"2015-03-18				"
DEU	Telefónica Germany GmbH & Co. OHG	O2 Germany	o2 - de	o2 - de	GSM 1800	262	07	894922	"2015-03-18				"
DEU	Telefónica Germany GmbH & Co. OHG	O2 Germany	o2 - de	o2 - de	LTE 2600	262	07	894922	"2015-03-18				"
DEU	Telefónica Germany GmbH & Co. OHG	O2 Germany	o2 - de	o2 - de	LTE 800	262	07	894922	"2015-03-18				"
DEU	Telefónica Germany GmbH & Co. OHG	O2 Germany	o2 - de	o2 - de	LTE 800	262	08	894922	"2015-03-18				"
DEU	Telekom Deutschland GmbH	Telekom Deutschland GmbH	Telekom.de	TDG	GSM 1800	262	01	894902	"2012-01-15				"
DEU	Telekom Deutschland GmbH	Telekom Deutschland GmbH	Telekom.de	TDG	GSM 900	262	01	894902	"2012-01-15				"
DEU	Telekom Deutschland GmbH	Telekom Deutschland GmbH	Telekom.de	TDG	3G 2100	262	01	894902	"2012-07-05				"
DEU	Vodafone GmbH	Vodafone	Vodafone.de	Vodafone	GSM 900	262	02	894920	"2012-09-17				"
DEU	Vodafone GmbH	Vodafone	Vodafone.de	Vodafone	3G 2100	262	02	894920	"2012-09-17				"
DEU	Vodafone GmbH	Vodafone	Vodafone.de	Vodafone	GSM 1800	262	02	894920	"2012-09-17				"
DJI	Djibouti Telecom S.A.	Evatis	DJ EVATIS	EVATIS	GSM 900	638	01	8925301	"2004-04-14				"
DMA	Cable & Wireless Dominica Limited	LIME	LIME	LIME	GSM 850	366	110	8901016	"2012-05-18				"
DMA	Wireless Ventures (Dominica) Ltd.	Digicel Dominica	Cingular	Cingular	GSM 1900	366	020	89310380	"2015-02-04				"
DMA	Wireless Ventures (Dominica) Ltd.	Digicel Dominica	Cingular	Cingular	GSM 900	366	020	89310380	"2015-02-04				"
DNK	HI3G Denmark ApS	3 DK	3 DK	3 DK	3G 2100	238	06	894506	"2010-12-20				"
DNK	TDC A/S	TDC Denmark	DNKTD	TD	3G 900	238	01	894501	"2015-04-30				"
DNK	TDC A/S	TDC Denmark	DNKTD	TD	GSM 900	238	01	894501	"2015-04-30				"
DNK	TDC A/S	TDC Denmark	DNKTD	TD	GSM 1800	238	01	894501	"2015-04-30				"
DNK	TDC A/S	TDC Denmark	DNKTD	TD	3G 2100	238	01	894501	"2015-04-30				"
DNK	TDC A/S	TDC Norway	NORTD	TD	 	242	08	894702	"2015-04-30				"
DNK	TDC A/S	TDC Sweden	SWETD	TD	 	240	14	894702	"2015-04-30				"
DNK	Telenor A/S	Telenor DK	Telenor DK	TelenoDK	GSM 900	238	77	894502	"2014-12-03				"
DNK	Telenor A/S	Telenor DK	Telenor DK	TelenoDK	3G 2100	238	77	894502	"2014-12-03				"
DNK	Telenor A/S	Telenor DK	Telenor DK	TelenoDK	3G 2100	238	02	894502	"2014-12-03				"
DNK	Telenor A/S	Telenor DK	Telenor DK	TelenoDK	3G 900	238	77	894502	"2014-12-03				"
DNK	Telenor A/S	Telenor DK	Telenor DK	TelenoDK	GSM 900	238	02	894502	"2014-12-03				"
DNK	Telenor A/S	Telenor DK	Telenor DK	TelenoDK	GSM 1800	238	77	894502	"2014-12-03				"
DNK	Telenor A/S	Telenor DK	Telenor DK	TelenoDK	GSM 1800	238	02	894502	"2014-12-03				"
DNK	Telenor A/S	Telenor DK	Telenor DK	TelenoDK	3G 900	238	02	894502	"2014-12-03				"
DNK	Telenor A/S	Telia-Telenor DK	Telia-Telenor DK	TT DK	GSM 900	238	66	894502	"2014-12-03				"
DNK	Telenor A/S	Telia-Telenor DK	Telia-Telenor DK	TT DK	3G 900	238	66	894502	"2014-12-03				"
DNK	Telenor A/S	Telia-Telenor DK	Telia-Telenor DK	TT DK	3G 2100	238	66	894502	"2014-12-03				"
DNK	Telenor A/S	Telia-Telenor DK	Telia-Telenor DK	TT DK	GSM 1800	238	66	894502	"2014-12-03				"
DNK	Telia Nattjanster Norden AB	TeliaSonera DK	Telia-Telenor DK	TT DK	3G 2100	238	66	894504	"2012-12-12				"
DNK	Telia Nattjanster Norden AB	TeliaSonera DK	Telia-Telenor DK	TT DK	GSM 900	238	66	894504	"2012-12-12				"
DNK	Telia Nattjanster Norden AB	TeliaSonera DK	Telia-Telenor DK	TT DK	GSM 1800	238	66	894504	"2012-12-12				"
DNK	Telia Nattjanster Norden AB	TeliaSonera DK	Telia DK	Telia	GSM 1800	238	20	894504	"2013-01-28				"
DNK	Telia Nattjanster Norden AB	TeliaSonera DK	Telia DK	Telia	GSM 900	238	20	894504	"2013-01-28				"
DNK	Telia Nattjanster Norden AB	TeliaSonera DK	Telia DK	Telia	3G 2100	238	20	894504	"2013-01-28				"
DOM	"Compañia Dominicana de Teléfonos	 S.A."	CLARO GSM	CLARO DOM	ClaroDOM	GSM 1900	370	02	890102	"2012-03-05			"
DOM	"Compañia Dominicana de Teléfonos	 S.A."	CLARO GSM	CLARO DOM	ClaroDOM	GSM 850	370	02	890102	"2012-03-05			"
DOM	"Compañia Dominicana de Teléfonos	 S.A."	"Compañia Dominicana de Telefonos	 S.A."	CLARO DOM	ClaroDOM	3G 850	370	02	890102	"2012-07-05		"
