AAA	OnAir Switzerland Sarl	ONAIR	OnAir1	OnAir	1800 (GSM)	901	15		8988298	2014-12-02
IND	Videocon Telecommunications Limited	Datacom Solutions Pvt. Ltd.	VIDEOCON	VIDEOCON	1800 (GSM)	405	831		8991831	2014-03-27
IND	Vodafone India Limited	Vodafone - Andhra Pradesh	Vodafone IN	Vodafone	1800 (GSM)	404	13		899113	2007-08-10
IND	Vodafone India Limited	Vodafone - Chennai	Vodafone IN	Vodafone	1800 (GSM)	404	84		899184	2007-08-10
IND	Vodafone India Limited	Vodafone - Delhi	Vodafone IN	Vodafone	1800 (GSM)	404	11	"5,7"	899111	2007-08-10
IND	Vodafone India Limited	Vodafone - Delhi	Vodafone IN	Vodafone	900 (GSM)	404	11	"5,7"	899111	2007-08-10
IND	Vodafone India Limited	Vodafone - Gujarat	Vodafone IN	Vodafone	900 (GSM)	404	05	"0,2"	899105	2007-08-10
IND	Vodafone India Limited	Vodafone - Haryana	Vodafone IN	Vodafone	900 (GSM)	404	01	2	8991010	2007-08-10
IND	Vodafone India Limited	Vodafone - Karnataka	Vodafone IN	Vodafone	1800 (GSM)	404	86		899186	2007-08-10
IND	Vodafone India Limited	Vodafone - Kerala	Vodafone IN	Vodafone	900 (GSM)	404	46	2	899146	2007-09-05
IND	Vodafone India Limited	Vodafone - Kolkata	Vodafone IN	Vodafone	900 (GSM)	404	030	"0,4"	899130	2012-07-05
IND	Vodafone India Limited	Vodafone - Maharashtra & Goa	Vodafone IN	Vodafone	900 (GSM)	404	27	"6,2"	899127	2012-07-05
IND	Vodafone India Limited	Vodafone - Mumbai	Vodafone IN	Vodafone	1800 (GSM)	404	20	"0,5"	899120	2012-07-05
IND	Vodafone India Limited	Vodafone - Mumbai	Vodafone IN	Vodafone	900 (GSM)	404	20	"0,5"	899120	2012-07-05
IND	Vodafone India Limited	Vodafone - Punjab	Vodafone IN	Vodafone	1800 (GSM)	404	88		899188	2007-08-10
IND	Vodafone India Limited	Vodafone - Rajasthan	Vodafone IN	Vodafone	900 (GSM)	404	60	4	8991600	2007-08-10
IND	Vodafone India Limited	Vodafone - Tamil Nadu	Vodafone IN	Vodafone	900 (GSM)	404	43	6	899143	2012-07-05
IND	Vodafone India Limited	Vodafone - UP East	Vodafone IN	Vodafone	900 (GSM)	404	15	1	8991150	2007-08-10
IND	Vodafone India Limited	Vodafone - UP West	Vodafone IN	Vodafone	900 (GSM)	405	66		899166	2007-08-10
IND	Vodafone India Limited	Vodafone - West Bengal	Vodafone IN	Vodafone	900 (GSM)	405	67	7	899167	2007-08-10
IND	Vodafone India Limited	Vodafone ASSAM	Vodafone IN	Vodafone	1800 (GSM)	405	751	7	8991751	2008-05-09
IND	Vodafone India Limited	Vodafone BIHAR	Vodafone IN	Vodafone	1800 (GSM)	405	752	7	8991752	2008-05-08
IND	Vodafone India Limited	Vodafone HIMACHAL PRADESH	Vodafone IN	Vodafone	1800 (GSM)	405	754	7	8991754	2008-05-08
IND	Vodafone India Limited	Vodafone JAMMU & KASHMIR	Vodafone IN	Vodafone	1800 (GSM)	405	750	7	8991750	2008-05-12
IND	Vodafone India Limited	Vodafone MADHYA PRADESH	Vodafone IN	Vodafone	1800 (GSM)	405	756	7	8991756	2008-05-09
IND	Vodafone India Limited	Vodafone NORTHEAST	Vodafone IN	Vodafone	1800 (GSM)	405	755	7	8991755	2008-05-08
IND	Vodafone India Limited	Vodafone ORISSA	Vodafone IN	Vodafone	1800 (GSM)	405	753	7	8991753	2008-05-09
IRL	Hutchison 3G Ireland limited	Hutchison 3G Ireland	3 IRL	3 IRL	2100 (3G)	272	05		8935305	2005-03-24
IRL	Meteor Mobile Telecommunications Limited	Meteor	IRL - METEOR	METEOR	900 (GSM)	272	03	4	8935303	2003-02-07
IRL	Meteor Mobile Telecommunications Limited	Meteor	IRL - METEOR	METEOR	1800 (GSM)	272	03	4	8935303	2003-02-07
IRL	Telefonica Ireland Limited	O2-IRL	O2-IRL	O2-IRL	2100 (3G)	272	02		8935302	2013-08-27
IRL	Telefonica Ireland Limited	O2-IRL	O2-IRL	O2-IRL	1800 (GSM)	272	02	7	8935302	2013-08-27
IRL	Telefonica Ireland Limited	O2-IRL	O2-IRL	O2-IRL	900 (GSM)	272	02	7	8935302	2013-08-27
IRL	Vodafone Ireland Ltd.	vodafone	vodafone IE	voda IE	900 (GSM)	272	01	"0,3,4"	8935301	2012-07-05
IRL	Vodafone Ireland Ltd.	vodafone	vodafone IE	voda IE	1800 (GSM)	272	01	"0,3,4"	8935301	2012-07-05
IRN	Irancell Telecommunications Services Company	MTN Irancell	MTN Irancell	Irancell	900 (GSM)	432	35		8998432	2008-08-05
IRN	Irancell Telecommunications Services Company	MTN Irancell	MTN Irancell	Irancell	1800 (GSM)	432	35		8998432	2008-08-05
IRN	KFZO	TKC	IR KISH	KIFZO	900 (GSM)	432	14	0	8909814	2004-04-16
IRN	Mobile Telecommunication Company of Iran	MCI	IR-TCI	IR-TCI	1800 (GSM)	432	11	"0,2"	8998110	2014-03-25
IRN	Mobile Telecommunication Company of Iran	MCI	IR-TCI	IR-TCI	900 (GSM)	432	11	"0,2"	8998110	2014-03-25
IRN	Rafsanjan Industrial Complex (Coop)	Taliya	Iran Taliya	Taliya	900 (GSM)	432	32		899832	2005-09-07
IRN	Rightel Communication Services Company	Tamin Telecom	IRN 20	IRN 20	2100 (3G)	432	20		899820	2012-07-10
IRQ	Asiacell Communications LLC	Asiacell	ASIACELL	ASIACELL	900 (GSM)	418	05	0	8996405	2012-08-13
IRQ	Atheer Telecom Iraq	Zain Iraq	IRAQNA	IRAQNA	900 (GSM)	418	30		8996430	2003-11-27
IRQ	Atheer Telecom Iraq	zain IQ	zain IQ	zain IQ	900 (GSM)	418	20	"0,1"	8996420	2012-07-05
IRQ	Korek Telecom Ltd.	Korek Telecom	KOREK	KOREK	900 (GSM)	418	40		892140	2008-09-23
ISL	Fjarskipti ehf	Vodafone Iceland	Vodafone	Vodafone	900 (GSM)	274	02	"2,4"	8935402	2007-09-28
ISL	Fjarskipti ehf	Vodafone Iceland	Vodafone	Vodafone	1800 (GSM)	274	02	"2,4"	8935402	2007-09-28
ISL	IMC Island ehf	Viking wireless	Viking	Viking	1800 (GSM)	274	04		8935404	2004-04-16
ISL	Nova ehf.	NOVA	NOVA IS	NOVA	2100 (3G)	274	11		8935411	2007-07-17
ISL	Siminn hf	NE - On-Waves	On-waves	On-waves	1800 (GSM)	274	08	0	8935408	2011-12-22
ISL	Siminn hf	NE - On-Waves	On-waves	On-waves	900 (GSM)	274	08	0	8935408	2011-12-22
ISL	Siminn hf	Siminn	Siminn	Siminn	900 (GSM)	274	12	0	"8935401, 8935412,"	2011-12-22
ISL	Siminn hf	Siminn	Siminn	Siminn	1800 (GSM)	274	12	0	"8935401, 8935412,"	2011-12-22
ISL	Siminn hf	Siminn	Siminn	Siminn	1800 (GSM)	274	01	0	"8935401, 8935412,"	2011-12-22
ISL	Siminn hf	Siminn	Siminn	Siminn	2100 (3G)	274	12		"8935401, 8935412"	2012-07-05
ISL	Siminn hf	Siminn	Siminn	Siminn	900 (GSM)	274	01	0	"8935401, 8935412,"	2011-12-22
ISL	Siminn hf	Siminn	Siminn	Siminn	2100 (3G)	274	01		"8935401, 8935412"	2012-07-05
ISR	Cellcom Israel Ltd.	Cellcom Israel 	Cellcom IL 	Cellcom	850 (3G)	425	02		8997202	2014-04-11
ISR	Cellcom Israel Ltd.	Cellcom Israel 	Cellcom IL 	Cellcom 	2100 (3G)	425	02		8997202	2014-04-11
ISR	Cellcom Israel Ltd.	Cellcom Israel 	Cellcom IL 	Cellcom	1800 (GSM)	425	02	"2,3"	8997202	2014-04-11
ISR	Partner Communications Company Ltd.	Orange IL	Orange IL	OrangeIL	2100 (3G)	425	01		8997201	2014-12-03
ISR	Partner Communications Company Ltd.	Orange IL	Orange IL	OrangeIL	900 (GSM)	425	01		8997201	2014-12-03
ISR	Partner Communications Company Ltd.	Orange IL	Orange IL	OrangeIL	1800 (GSM)	425	01		8997201	2014-12-03
ISR	Pelephone Communication Ltd.	Pelephone	IL Pelephone	PCL	2100 (3G)	425	03		8997250	2014-10-02
ISR	Pelephone Communication Ltd.	Pelephone	IL Pelephone	PCL	850 (3G)	425	03		8997250	2014-10-02
ISR	Pelephone Communication Ltd.	Pelephone	IL Pelephone	PCL	1800 (LTE)	425	03		8997250	2014-10-02
ITA	H3G	H3G	3 ITA	3 ITA	2100 (3G)	222	99		893999	2002-10-30
ITA	Telecom Italia SpA	TIM	I TIM	TIM	1800 (LTE)	222	01	2	893901	2014-03-20
ITA	Telecom Italia SpA	TIM	I TIM	TIM	2100 (3G)	222	01		893901	2014-03-20
ITA	Telecom Italia SpA	TIM	I TIM	TIM	1800 (GSM)	222	01	2	893901	2014-03-20
ITA	Telecom Italia SpA	TIM	I TIM	TIM	900 (GSM)	222	01	2	893901	2014-03-20
ITA	Telecom Italia SpA	TIM	I TIM	TIM	800 (LTE)	222	01	2	893901	2014-03-20
ITA	Telecom Italia SpA	TIM	I TIM	TIM	2600 (LTE)	222	01	2	893901	2014-03-20
ITA	Telecom Italia SpA	Telecom Italia	TIM@sea	TIM@sea	1800 (GSM)	901	26	2		2014-03-20
ITA	Telecom Italia SpA	Telecom Italia	TIM@sea	TIM@sea	900 (GSM)	901	26	2		2014-03-20
ITA	Vodafone Omnitel N.V.	vodafone	vodafone IT	voda IT	900 (GSM)	222	10	6	893910	2004-09-28
ITA	Vodafone Omnitel N.V.	vodafone	vodafone IT	voda IT	1800 (GSM)	222	10	6	893910	2004-09-28
ITA	Wind Telecomunicazioni SpA	Wind Telecomunicazioni SpA	I WIND	I WIND	900 (GSM)	222	88	7	893988	2004-04-14
ITA	Wind Telecomunicazioni SpA	Wind Telecomunicazioni SpA	I WIND	I WIND	1800 (GSM)	222	88	7	893988	2004-04-14
JAM	Cable & Wireless Jamaica Ltd	LIME	LIME	LIME	1900 (GSM)	338	180	1	8901018	2012-05-18
JAM	Digicel (Jamaica) Limited	Digicel Jamaica	DIGICEL	DIGICEL	900 (GSM)	338	050	1	891050	2012-09-13
JAM	Digicel (Jamaica) Limited	Digicel Jamaica	DIGICEL	DIGICEL	1800 (GSM)	338	050	1	891050	2012-09-13
JEY	JERSEY AIRTEL LIMITED	Airtel-Vodafone	Airtel-Vodafone	ATL-VOD	900 (GSM)	234	03	"0,7"	894476	2012-03-13
JEY	JERSEY AIRTEL LIMITED	Airtel-Vodafone	Airtel-Vodafone	ATL-VOD	1800 (GSM)	234	03	"0,7"	894476	2012-03-13
JOR	Jordan Mobile Telephone Services (JMTS)	Zain JO	Zain JO	Zain JO	900 (GSM)	416	01	0	8996201	2013-02-20
JOR	Petra Jordanian Mobile Telecommunications Company (Orange Jordan)	Orange	Orange	OrangeJO	900 (GSM)	416	77	"4,7"	8996277	2014-04-17
JOR	Umniah Mobile Company	Umniah	UMNIAH	UMNIAH	1800 (GSM)	416	03	"1,2"	8996203	2012-07-05
JPN	KDDI Corporation	KDDI Corporation	KDDI	KDDI	1500 (LTE)	440	50		8981300	2012-07-10
JPN	"NTT DOCOMO, INC."	DOCOMO	JP DOCOMO	DOCOMO	2100 (3G)	440	10		8981100	2008-07-30
JPN	SOFTBANK MOBILE Corp.	SoftBank	SoftBank	SoftBank	2100 (3G)	440	20		8981200	2006-09-01
JPN	Ymobile Corporation	Ymobile	Ymobile	Ymobile	1700 (3G)	440	00		898100	2014-07-28
KAZ	Joint Stock Company ALTEL	ALTEL	ALTEL	ALTEL	850 (3G)	401	07		8999707	2014-08-13
KAZ	KaR-Tel LLP	Beeline	Beeline KZ	Beeline	900 (GSM)	401	01	3	8999701	2006-11-22
KAZ	Kcell JSC	KCELL	KZ KCELL	KCELL	900 (GSM)	401	02	"0,7"	8999702	2012-07-05
KAZ	Mobile Telecom-Service LLP	Tele2	Tele2	Tele2	900 (GSM)	401	77	"1,2"	8999777	2014-05-07
KEN	Airtel Networks Kenya Limited	Airtel	Airtel	Airtel	900 (GSM)	639	03	"0,1"	8925403	2014-07-28
KEN	Airtel Networks Kenya Limited	Airtel	Airtel	Airtel	1800 (GSM)	639	03	"0,1"	8925403	2014-07-28
KEN	Safaricom Limited	Safaricom	Safaricom	SAF-COM	900 (GSM)	639	02	2	8925402	2004-04-16
KEN	Telkom Kenya Limited	Orange Kenya	GSM Telkom	GSMTKL	1800 (GSM)	639	07		8925407	2011-09-15
KEN	Telkom Kenya Limited	Orange Kenya	GSM Telkom	GSMTKL	900 (GSM)	639	07		8925407	2011-09-15
KGZ	Alfa Telecom Joint Stock Company	MEGACOM	MEGACOM	MEGACOM	900 (GSM)	437	05	3	8999605	2006-01-30
KGZ	Alfa Telecom Joint Stock Company	MEGACOM	MEGACOM	MEGACOM	1800 (GSM)	437	05	3	8999605	2006-01-30
KGZ	NurTelecom LLC	O!	O!	O!	1800 (GSM)	437	09		8999609	2008-08-26
KGZ	NurTelecom LLC	O!	O!	O!	900 (GSM)	437	09		8999609	2008-08-26
KHM	CamGSM	Cellcard	Cellcard	Cellcard	900 (GSM)	456	01	5	8985501	2013-07-19
KHM	Cambodia Advance Communications Co. Ltd (CADCOMMS)	CADCOMMS	CADCOMMS	CADCOMMS	1800 (GSM)	456	04		8985504	2012-07-05
KHM	Cambodia Advance Communications Co. Ltd (CADCOMMS)	CADCOMMS	CADCOMMS	CADCOMMS	2100 (3G)	456	04		8985504	2012-07-05
KHM	"Latelz Co., Ltd"	SMART	SMART	SMART	2100 (3G)	456	06		"8985505, 8985506"	2012-07-05
KHM	"Latelz Co., Ltd"	SMART	SMART	SMART	2100 (3G)	456	05		"8985505, 8985506"	2012-07-05
KHM	"Latelz Co., Ltd"	SMART	SMART	SMART	1800 (GSM)	456	06	3	8985506	2012-01-17
KHM	"Latelz Co., Ltd"	SMART	SMART	SMART	900 (GSM)	456	06	3	8985506	2012-01-17
KHM	"Mfone Co., Ltd"	Mfone	Mfone	Mfone	1800 (GSM)	456	18	7	8985518	2012-07-05
KHM	"Mfone Co., Ltd"	Mfone	Mfone	Mfone	2100 (3G)	456	18		8985518	2012-07-05
KHM	Sotelco Ltd.	Beeline-KH	Beeline KH	Beeline	900 (GSM)	456	09	"0,7"	"8985509090, 8985509081"	2011-09-15
KHM	Sotelco Ltd.	Beeline-KH	Beeline KH	Beeline	1800 (GSM)	456	09	"0,7"	"8985509090, 8985509081"	2011-09-15
KHM	"VIETTEL (CAMBODIA) PTE., LTD"	Metfone	Metfone	Metfone	1800 (GSM)	456	08	"0,7"	8985508	2012-07-05
KHM	"VIETTEL (CAMBODIA) PTE., LTD"	Metfone	Metfone	Metfone	900 (GSM)	456	08	"0,7"	8985508	2012-07-05
KIR	Telecom Services Kiribati Limited (TSKL)	Kiribati Frigate	KL-Frigate	KI-FRIG	900 (GSM)	545	09		8968672	2004-04-16
KNA	Cable & Wireless St. Kitts & Nevis Ltd	LIME	LIME	LIME	850 (GSM)	356	110	4	8901020	2012-05-18
KNA	Cable & Wireless St. Kitts & Nevis Ltd	LIME	LIME	LIME	1900 (GSM)	356	110	4	8901020	2012-05-18
KOR	CHEO Technology JV Company	Koryolink	Koryolink	KL-DPRK	2100 (3G)	467	05		8985005	2011-03-10
KOR	KT Corporation	KT	KT	KT	2100 (3G)	450	08		"8945002, 8945008"	2009-06-26
KOR	KT Corporation	KT	KT	KT	2100 (3G)	450	02		"8945002, 8945008"	2009-06-26
KOR	LG Uplus Corp.	LG Uplus Corp	KOR LG Uplus	LG U+	2100 (LTE)	450	06		898206	2012-11-07
KOR	LG Uplus Corp.	LG Uplus Corp	KOR LG Uplus	LG U+	800 (LTE)	450	06		898206	2012-11-07
KOR	SK Telecom	SK Telecom	KOR SK Telecom	SKT	2100 (3G)	450	05		898205	2005-03-14
KWT	Kuwait Telecom Company	VIVA KUWAIT	"KT, VIVA"	VIVA	1800 (GSM)	419	04		8996504	2012-03-26
KWT	Kuwait Telecom Company	VIVA KUWAIT	"KT, VIVA"	VIVA	1900 (3G)	419	04		8996504	2012-02-21
KWT	Kuwait Telecom Company	VIVA KUWAIT	"KT, VIVA"	VIVA	900 (GSM)	419	04		8996504	2012-03-26
KWT	Mobile Telecommunications Co.	zain KW	Zain KW	zain KW	2100 (3G)	419	02		899659	2012-07-05
KWT	Mobile Telecommunications Co.	zain KW	Zain KW	zain KW	900 (GSM)	419	02	"2,3,4,5"	899659	2012-07-05
KWT	Mobile Telecommunications Co.	zain KW	Zain KW	zain KW	1800 (GSM)	419	02	"2,3,4,5"	899659	2012-07-05
KWT	National Mobile Telecommunications Company (K.S.C)	Ooredoo	Ooredoo	Ooredoo	2100 (3G)	419	03		8996503	2014-06-09
KWT	National Mobile Telecommunications Company (K.S.C)	Ooredoo	Ooredoo	Ooredoo	1800 (GSM)	419	03		8996503	2014-06-09
KWT	National Mobile Telecommunications Company (K.S.C)	Ooredoo	Ooredoo	Ooredoo	1800 (LTE)	419	03		8996503	2014-06-09
KWT	National Mobile Telecommunications Company (K.S.C)	Ooredoo	Ooredoo	Ooredoo	900 (GSM)	419	03		8996503	2014-06-09
LAO	ETL Public Company	ETL MOBILE	ETL MOBILE NETWORK	ETLMNW	900 (GSM)	457	02	"0,2"	8945702	2012-07-05
LAO	"Lao Telecommunications Co., Ltd."	LAO TELECOMMUNICATIONS	LAO GSM	LAO GSM	900 (GSM)	457	01			2014-09-16
LAO	Star Telecom Company Limited (STL)	LAT	Unitel	UNITEL	1800 (GSM)	457	03	"0,8"	8945703	2012-07-05
LAO	Star Telecom Company Limited (STL)	LAT	Unitel	UNITEL	900 (GSM)	457	03	"0,8"	8945703	2012-07-05
LAO	"VimpelCom Lao, Ltd"	Beeline	TIGO LAO	TIGO	900 (GSM)	457	08	0	8985608	2009-09-20
LAO	"VimpelCom Lao, Ltd"	Beeline	TIGO LAO	TIGO	1800 (GSM)	457	08	0	8985608	2009-09-20
LBN	MIC 1	Alfa	alfa	alfa	900 (GSM)	415	01	7	8996101	2004-11-11
LBN	Ogero Telecom	Ogero Mobile (OM)	LBN OGERO Mobile	OM	900 (GSM)	415	05	5	8996105	2008-04-21
LBR	"Cellcom Telecommunications, Inc"	Cellcom	Celcom GSM	Celcom	1800 (GSM)	618	07	"0,7"	8923103	2012-07-05
LBR	"Cellcom Telecommunications, Inc"	Cellcom	Celcom GSM	Celcom	900 (GSM)	618	07	"0,7"	8923103	2012-07-05
LBR	Lonestar Communications Corporation	Lonestar Cell	LBR Lonestar Cell	LoneStar	900 (GSM)	618	01	"0,1"	8923101	2012-03-05
LBR	Novafone Inc.	Novafone Inc	Novafone 4G	Novafone	1800 (GSM)	618	04		8923105	2014-03-20
LBR	Novafone Inc.	Novafone Inc	Novafone 4G	Novafone	2100 (3G)	618	04		8923105	2014-03-20
LBR	Novafone Inc.	Novafone Inc	Novafone 4G	Novafone	900 (GSM)	618	04		8923105	2014-03-20
LBY	AL MADAR AL JADID	MADAR	Al Madar	Al Madar	900 (GSM)	606	01		8921801	2010-03-10
LBY	Libyana Mobile Phone	Libyana Mobile Phone	Libyana	L	900 (GSM)	606	00	"0,1"	89218000	2012-07-05
LCA	Cable & Wireless (St. Lucia) Ltd	LIME	LIME	LIME	850 (GSM)	358	110	5	8901021	2012-05-18
LCA	Digicel (St Lucia) Limited	Digicel (St Lucia)	DIGICEL	DIGICEL	900 (GSM)	358	050			2004-11-05
LCA	Digicel (St Lucia) Limited	Digicel (St Lucia)	DIGICEL	DIGICEL	1900 (GSM)	358	050			2004-11-05
LCA	Digicel (St Lucia) Limited	Digicel (St Lucia)	DIGICEL	DIGICEL	1800 (GSM)	358	050			2004-11-05
LIE	Mobilkom (Liechtenstein) AG	FL1	FL1	FL1	900 (GSM)	295	05	2	8942305	2002-10-10
LIE	Mobilkom (Liechtenstein) AG	FL1	FL1	FL1	2100 (3G)	295	05		8942305	2007-03-20
LIE	Mobilkom (Liechtenstein) AG	FL1	FL1	FL1	1800 (GSM)	295	05	2	8942305	2002-10-10
LIE	Orange (Liechtenstein) AG	Orange FL	Orange FL	OFL	1800 (GSM)	295	02	2	8942302	2004-04-16
LIE	Orange (Liechtenstein) AG	Orange FL	Orange FL	OFL	900 (GSM)	295	02	2	8942302	2004-04-16
LIE	Swisscom (Switzerland) Ltd (Liechtenstein)	Swisscom	SwisscomFL	Swiss FL	1800 (GSM)	295	01	"1,5"	894101	2012-09-12
LIE	Swisscom (Switzerland) Ltd (Liechtenstein)	Swisscom	SwisscomFL	Swiss FL	900 (GSM)	295	01	"1,5"	894101	2012-09-12
LIE	Swisscom (Switzerland) Ltd (Liechtenstein)	Swisscom	SwisscomFL	Swiss FL	2100 (3G)	295	01		894101	2013-02-20
LKA	Bharti Airtel Lanka (Private) Limited	airtel	SRI AIRTEL	Airtel	2100 (3G)	413	05		899405	2014-04-17
LKA	Bharti Airtel Lanka (Private) Limited	airtel	SRI AIRTEL	Airtel	900 (GSM)	413	05		899405	2014-04-17
LKA	Bharti Airtel Lanka (Private) Limited	airtel	SRI AIRTEL	Airtel	1800 (GSM)	413	05		899405	2014-04-17
LKA	Dialog Axiata Plc	DIALOG	DIALOG	DIALOG	900 (GSM)	413	02	7	899402	2014-11-13
LKA	Dialog Axiata Plc	DIALOG	DIALOG	DIALOG	2100 (3G)	413	02		899402	2014-11-13
LKA	Dialog Axiata Plc	DIALOG	DIALOG	DIALOG	1800 (LTE)	413	02		899402	2014-11-13
LKA	Dialog Axiata Plc	DIALOG	DIALOG	DIALOG	1800 (GSM)	413	02	7	899402	2014-11-13
LKA	Hutchison Telecommunications Lanka (Pte) Limited	Hutchison Telecommunications Lanka (Pte)	Hutch	Hutch	1800 (GSM)	413	08	2	899408	2004-11-30
LKA	Hutchison Telecommunications Lanka (Pte) Limited	Hutchison Telecommunications Lanka (Pte)	Hutch	Hutch	900 (GSM)	413	08	2	899408	2004-11-30
LSO	Econet Telecom Lesotho (Pty) Ltd (ETL)	Econet Telecom Lesotho (Pty) Ltd	LS-ETL	ETL	900 (GSM)	651	02	"0,5"	8926602	2012-03-05
LTU	OMNITEL	OMNITEL	OMNITEL LT	OMT	900 (GSM)	246	01	3	8937001	2003-02-07
LTU	UAB Bit? Lietuva	BITE GSM	LT BITE GSM	BITE	1800 (GSM)	246	02	7	8937002	2004-04-16
LTU	UAB Bit? Lietuva	BITE GSM	LT BITE GSM	BITE	900 (GSM)	246	02	7	8937002	2004-04-16
LTU	UAB TELE2	TELE2	Tele2 LT	Tele2 LT	1800 (GSM)	246	03	3	8937003	2010-03-30
LTU	UAB TELE2	TELE2	Tele2 LT	Tele2 LT	900 (GSM)	246	03	3	8937003	2010-03-30
LUX	Orange Communications Luxembourg S.A.	Orange	L Orange-LU	Orange	2100 (3G)	270	99		8935299	2009-10-05
LUX	Orange Communications Luxembourg S.A.	Orange	L Orange-LU	Orange	900 (GSM)	270	99		8935299	2009-10-05
LUX	Orange Communications Luxembourg S.A.	Orange	L Orange-LU	Orange	1800 (GSM)	270	99		8935299	2009-10-05
LUX	P & T Luxembourg	LUXGSM	L LUXGSM	LUXGSM	1800 (GSM)	270	01	2	8935201	2005-01-06
LUX	P & T Luxembourg	LUXGSM	L LUXGSM	LUXGSM	900 (GSM)	270	01	2	8935201	2005-01-06
LUX	TANGO SA	TANGO	L TANGO	TANGO	900 (GSM)	270	77	"0,2"	8935277	2012-07-05
LUX	TANGO SA	TANGO	L TANGO	TANGO	1800 (GSM)	270	77	"0,2"	8935277	2012-07-05
LVA	Latvijas Mobilais Telefons	LMT	LV LMT	LMT	1800 (GSM)	247	01	2	8937101	2012-09-12
LVA	Latvijas Mobilais Telefons	LMT	LV LMT	LMT	900 (GSM)	247	01	2	8937101	2012-09-12
LVA	Latvijas Mobilais Telefons	LMT	LV LMT	LMT	900 (3G)	247	01		8937101	2012-09-12
LVA	Latvijas Mobilais Telefons	LMT	LV LMT	LMT	2100 (3G)	247	01		8937101	2012-09-12
LVA	SIA Bite Latvija	Bite Latvija	BITE LV	BITE LV	2100 (3G)	247	05		8937105	2012-07-05
LVA	SIA Bite Latvija	Bite Latvija	BITE LV	BITE LV	1800 (GSM)	247	05	4	8937105	2005-09-21
LVA	SIA Bite Latvija	Bite Latvija	BITE LV	BITE LV	900 (GSM)	247	05	4	8937105	2005-09-21
LVA	TELE2	TELE2	Tele2 LV	Tele2 LV	1800 (GSM)	247	02	6	8937102	2010-03-30
LVA	TELE2	TELE2	Tele2 LV	Tele2 LV	900 (GSM)	247	02	6	8937102	2010-03-30
MAC	CTM	CTM	CTM	CTM	2100 (3G)	455	04		8985301	2007-06-13
MAC	CTM	CTM	CTM	CTM	900 (GSM)	455	01	5	8985301	2006-07-04
MAC	CTM	CTM	CTM	CTM	1800 (GSM)	455	01	5	8985301	2006-07-04
MAC	Hutchison Telephone (Macau) Company Ltd	3 Macau	3 Macau	3 Macau	900 (3G)	455	03		8985303	2012-10-26
MAC	Hutchison Telephone (Macau) Company Ltd	3 Macau	3 Macau	3 Macau	900 (GSM)	455	03	3	8985303	2012-10-19
MAC	Hutchison Telephone (Macau) Company Ltd	3 Macau	3 Macau	3 Macau	2100 (3G)	455	03		8985303	2012-10-26
MAC	Hutchison Telephone (Macau) Company Ltd	3 Macau	3 Macau	3 Macau	1800 (GSM)	455	03	3	8985303	2012-10-19
MAC	SmarTone Mobile Communications (Macau) Ltd	SmarTone	SmarTone MAC	SMC MAC	1800 (GSM)	455	00	0	8985300	2011-11-09
MAC	SmarTone Mobile Communications (Macau) Ltd	SmarTone	SmarTone MAC	SMC MAC	900 (GSM)	455	00	0	8985300	2011-11-09
MAF	United Telecommunications Services Caraibe SARL	Tel Cell	CHIPPIE	CHIPPIE	900 (GSM)	340	03	"0,7"	895999	2009-12-04
MAF	United Telecommunications Services Caraibe SARL	Tel Cell	CHIPPIE	CHIPPIE	1800 (GSM)	340	03	"0,7"	895999	2009-12-04
MCO	Monaco Telecom S.A.M.	Monaco Telecom	Monaco	MONACO	2100 (3G)	212	10		8921210	2012-07-05
MCO	Monaco Telecom S.A.M.	Monaco Telecom	vala	vala	900 (GSM)	212	01	"0,1"	8937701	2012-03-13
MDA	MOLDTELECOM	UNITE	UNITE	UNITE	2100 (3G)	259	05		8937303	2011-09-15
MDA	MOLDTELECOM	UNITE	UNITE	UNITE	1900 (3G)	259	05		8937303	2011-09-15
MDA	Moldcell SA	MOLDCELL	MD MOLDCELL	MDCELL	900 (GSM)	259	02	2	8937302	2004-04-16
MDA	Orange Moldova S.A.	VoXtel	Orange MD	Orange	900 (GSM)	259	01	1	8937301	2007-03-20
MDG	Airtel Madagascar SA	Airtel	Airtel	Airtel	1800 (GSM)	646	01	"0,7"	8926101	2014-07-21
MDG	Airtel Madagascar SA	Airtel	Airtel	Airtel	900 (GSM)	646	01	"0,7"	8926101	2014-07-21
MDG	Orange Madagascar S.A.	Orange Madagascar	Orange MG	OrangeMG	900 (GSM)	646	02	0	8926102	2011-09-15
MDG	Telma Mobile SA	Telma Mobile	TELMA	TELMA	900 (GSM)	646	04			2006-10-02
MDV	Dhivehi Raajjeyge Gulhun Private Ltd	DHIRAAGU	DHIRAAGU	DHIRAAGU	900 (GSM)	472	01	0	8996001	2013-05-01
MDV	Ooredoo Maldives Private Ltd	Ooredoo Maldives PVT LTD	Ooredoo Maldives PVT LTD	Ooredoo	2100 (3G)	472	02		8996002	2014-04-07
MDV	Ooredoo Maldives Private Ltd	Ooredoo Maldives PVT LTD	Ooredoo Maldives PVT LTD	Ooredoo	900 (GSM)	472	02	"0,2"	8996002	2014-04-07
MEX	Iusacell S.A. de C.V.	Iusacell 4G	Iusacell 4G	Iusacell	1900 (3G)	334	50		8952050	2012-07-05
